URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-admission-class,1.3.0,draft,,MimicAdmissionClass,MimicAdmissionClass,"The admission class for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-admission-type,1.3.0,draft,,MimicAdmissionType,MimicAdmissionType,"The admission type for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-admit-source,1.3.0,draft,,MimicAdmitSource,MimicAdmitSource,"The admission source for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-bodysite,1.3.0,draft,,MimicBodysite,MimicBodysite,"The bodysite codes for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,1.3.0,draft,,MimicCharteventsDItems,MimicCharteventsDItems,"The chartevents item codes used in the ICU for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,1.3.0,draft,,MimicDItems,MimicDItems,"The item codes used throughout the ICU in MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,1.3.0,draft,,MimicDLabitems,MimicDLabitems,"The lab item codes used in MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd10,1.3.0,draft,,MimicDiagnosisIcd10,MimicDiagnosisIcd10,"The diagnosis ICD10 codes used for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,1.3.0,draft,,MimicDiagnosisIcd9,MimicDiagnosisIcd9,"The diagnosis ICD9 codes for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-discharge-disposition,1.3.0,draft,,MimicDischargeDisposition,MimicDischargeDisposition,"The discharge disposition for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-hcpcs-cd,1.3.0,draft,,MimicHcpcsCd,MimicHcpcsCd,"The HCPCS codes used for encounters in MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-lab-fluid,1.3.0,draft,,MimicLabFluid,MimicLabFluid,"The lab fluid that is captured for the specimen",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-lab-priority,1.3.0,draft,,MimicLabPriority,MimicLabPriority,"The priority of the lab item in MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medadmin-category-icu,1.3.0,draft,,MimicMedadminCategoryIcu,MimicMedadminCategoryIcu,"The medication administration category for the ICU for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,1.3.0,draft,,MimicMedicationEtc,MimicMedicationEtc,"The medication ETC (enhanced therapeutic class) codes for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,1.3.0,draft,,MimicMedicationFormularyDrugCd,MimicMedicationFormularyDrugCd,"Medication formulary drug codes for use in prescriptions and emar",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-frequency,1.3.0,draft,,MimicMedicationFrequency,MimicMedicationFrequency,"The medication frequency reported for medication delivery in MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,1.3.0,draft,,MimicMedicationGsn,MimicMedicationGsn,"The medication GSN codes for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,1.3.0,draft,,MimicMedicationIcu,MimicMedicationIcu,"All medication found in the ICU, derived from mimic_icu.d_items",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-method,1.3.0,draft,,MimicMedicationMethod,MimicMedicationMethod,"The medication delivery method for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-method-icu,1.3.0,draft,,MimicMedicationMethodIcu,MimicMedicationMethodIcu,"The medication delivery method used in the ICU for MIMIC",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,1.3.0,draft,,MimicMedicationName,MimicMedicationName,"The standard medication name used in MIMIC. Used in pharmacy, prescriptions, and emar",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,1.3.0,draft,,MimicMedicationNdc,MimicMedicationNdc,"Medication National Drug Codes (NDC) for use in prescriptions",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-poe-iv,1.3.0,draft,,MimicMedicationPoeIv,MimicMedicationPoeIv,"The IV medication that is ordered through POE",
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-route,1.3.0,draft,,MimicMedicationRoute,MimicMedicationRoute,"The medication route during administration for MIMIC",
