URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/mimic-observation-micro-susc","THO (V3)"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-admission-class,1.3.0,draft,,MimicAdmissionClass,MimicAdmissionClass,"The admission class for MIMIC",,"THO (V3),Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-admission-type,1.3.0,draft,,MimicAdmissionType,MimicAdmissionType,"The admission type for MIMIC",,"SCT,Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-admit-source,1.3.0,draft,,MimicAdmitSource,MimicAdmitSource,"The admission source for MIMIC","StructureDefinition/mimic-encounter","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-bodysite,1.3.0,draft,,MimicBodysite,MimicBodysite,"The bodysite codes for MIMIC","StructureDefinition/mimic-procedure-icu","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-chartevents-d-items,1.3.0,draft,,MimicCharteventsDItems,MimicCharteventsDItems,"The item codes for chartevents used in MIMIC","StructureDefinition/mimic-observation-chartevents","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-d-labitems,1.3.0,draft,,MimicDLabitems,MimicDLabitems,"The lab item codes used in MIMIC","StructureDefinition/mimic-observation-labevents","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-dateAbsentReason,1.3.0,active,,DataAbsentReason,MIMIC-ED Data Absent Reason,"Selected code from the DataAbsentReason value set.","StructureDefinition/mimic-observation-vital-signs,StructureDefinition/mimic-observation-ed","THO"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-datetimeevents-d-items,1.3.0,draft,,MimicDatetimeeventsDItems,MimicDatetimeeventsDItems,"The datetime item codes used in MIMIC","StructureDefinition/mimic-observation-datetimeevents","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-diagnosis-icd,1.3.0,draft,,MimicDiagnosisIcd,MimicDiagnosisIcd,"The diagnosis ICD9 and ICD10 codes for MIMIC","StructureDefinition/mimic-condition","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-discharge-disposition,1.3.0,draft,,MimicDischargeDisposition,MimicDischargeDisposition,"The discharge disposition for MIMIC","StructureDefinition/mimic-encounter","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-encounter-type,1.3.0,draft,,MimicEncounterType,MimicEncounterType,"The encounter type for MIMIC","StructureDefinition/mimic-encounter","SCT,Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-lab-interpretation,1.3.0,active,,MimicLabInterpretation,MIMIC Observation Lab interpretation Value Set,"Selected codes from ObservationInterpretation that represent interpretations in MIMIC.","StructureDefinition/mimic-observation-labevents","THO (V3)"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-lab-priority,1.3.0,draft,,MimicLabPriority,MimicLabPriority,"The priority of the lab item in MIMIC","StructureDefinition/lab-priority","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medadmin-category-icu,1.3.0,draft,,MimicMedadminCategoryIcu,MimicMedadminCategoryIcu,"The medication administration category for the ICU for MIMIC","StructureDefinition/mimic-medication-administration-icu","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication,1.3.0,draft,,MimicMedication,MimicMedication,"All medication codesystems combined for MIMIC. Contains medication-formulary-drug-cd, medication-ndc, medication-name, medication-poe-iv, medication-icu","StructureDefinition/mimic-medication","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-etc,1.3.0,draft,,MimicMedicationEtc,MimicMedicationEtc,"The medication ETC (enhanced therapeutic class) codes for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-frequency,1.3.0,draft,,MimicMedicationFrequency,MimicMedicationFrequency,"The medication frequency reported for medication delivery in MIMIC","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-gsn,1.3.0,draft,,MimicMedicationGsn,MimicMedicationGsn,"The medication GSN codes for MIMIC","StructureDefinition/mimic-medication-dispense-ed","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-method,1.3.0,draft,,MimicMedicationMethod,MimicMedicationMethod,"The medication delivery method for MIMIC","StructureDefinition/mimic-medication-administration","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-method-icu,1.3.0,draft,,MimicMedicationMethodIcu,MimicMedicationMethodIcu,"The medication delivery method used in the ICU for MIMIC","StructureDefinition/mimic-medication-administration-icu","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-route,1.3.0,draft,,MimicMedicationRoute,MimicMedicationRoute,"The medication route during administration for MIMIC","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense,StructureDefinition/mimic-medication-administration","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-medication-site,1.3.0,draft,,MimicMedicationSite,MimicMedicationSite,"The medication site for administration in MIMIC","StructureDefinition/mimic-medication-administration","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-micro-interpretation,1.3.0,active,,MimicMicroInterpretation,MIMIC Observation Lab interpretation Value Set,"Selected codes from ObservationInterpretation that represent interpretations in MIMIC.",,"THO (V3)"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-microbiology-antibiotic,1.3.0,draft,,MimicMicrobiologyAntibiotic,MimicMicrobiologyAntibiotic,"The microbiology antibiotic being tested on an organism in MIMIC","StructureDefinition/mimic-observation-micro-susc","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-microbiology-organism,1.3.0,draft,,MimicMicrobiologyOrganism,MimicMicrobiologyOrganism,"The microbiology organism being tested in MIMIC","StructureDefinition/mimic-observation-micro-org","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-microbiology-test,1.3.0,draft,,MimicMicrobiologyTest,MimicMicrobiologyTest,"The microbiology test completed in MIMIC","StructureDefinition/mimic-observation-micro-test","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-observation-category,1.3.0,draft,,MimicObservationCategory,MimicObservationCategory,"The observation category codes for MIMIC","StructureDefinition/mimic-observation-outputevents,StructureDefinition/mimic-observation-chartevents,StructureDefinition/mimic-observation-datetimeevents","Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-observation-category-ed,1.3.0,active,,MimicObservationCategoryED,MIMIC-ED Observation Resource Category Value Set,"Selected codes from the ObservationCategoryCodes value set.","StructureDefinition/mimic-observation-ed","THO"
