URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","SCT"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","SCT"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/mimic-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense,StructureDefinition/mimic-medication-administration-icu","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/mimic-observation-vital-signs,StructureDefinition/mimic-observation-micro-org,StructureDefinition/mimic-procedure,StructureDefinition/mimic-observation-micro-susc,StructureDefinition/mimic-observation-micro-test,StructureDefinition/mimic-observation-ed,StructureDefinition/mimic-condition,StructureDefinition/mimic-specimen,StructureDefinition/mimic-observation-outputevents,StructureDefinition/mimic-observation-chartevents,StructureDefinition/mimic-procedure-ed,StructureDefinition/mimic-observation-labevents,StructureDefinition/mimic-observation-datetimeevents","SCT"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/mimic-condition","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/mimic-condition","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/mimic-medication-statement-ed,StructureDefinition/mimic-procedure-icu,StructureDefinition/mimic-procedure,StructureDefinition/mimic-medication-request,StructureDefinition/mimic-procedure-ed","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/mimic-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/mimic-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/mimic-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/mimic-condition","THO"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/mimic-organization","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/mimic-observation-vital-signs,StructureDefinition/mimic-observation-micro-org,StructureDefinition/mimic-observation-micro-susc,StructureDefinition/mimic-observation-micro-test,StructureDefinition/mimic-observation-outputevents,StructureDefinition/mimic-observation-chartevents,StructureDefinition/mimic-observation-ed,StructureDefinition/mimic-observation-labevents,StructureDefinition/mimic-observation-datetimeevents","THO"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/mimic-location,StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.425",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/mimic-procedure-icu,StructureDefinition/mimic-procedure,StructureDefinition/mimic-procedure-ed","SCT"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/mimic-procedure-icu,StructureDefinition/mimic-procedure,StructureDefinition/mimic-procedure-ed","SCT"
http://hl7.org/fhir/ValueSet/diagnosis-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.49",DiagnosisRole,DiagnosisRole,"This value set defines a set of codes that can be used to express the role of a diagnosis on the Encounter or EpisodeOfCare record.","StructureDefinition/mimic-encounter","THO"
http://hl7.org/fhir/ValueSet/dose-rate-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.981",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/encounter-diet,4.0.1,draft,"2.16.840.1.113883.4.642.3.255",Diet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","StructureDefinition/mimic-encounter","THO"
http://hl7.org/fhir/ValueSet/encounter-location-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,EncounterLocationStatus,"The status of the location.","StructureDefinition/mimic-encounter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.250",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/mimic-encounter","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/mimic-encounter","SCT"
http://hl7.org/fhir/ValueSet/encounter-special-arrangements,4.0.1,draft,"2.16.840.1.113883.4.642.3.253",SpecialArrangements,Special arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","StructureDefinition/mimic-encounter","THO"
http://hl7.org/fhir/ValueSet/encounter-special-courtesy,4.0.1,draft,"2.16.840.1.113883.4.642.3.252",SpecialCourtesy,Special courtesy,"This value set defines a set of codes that can be used to indicate special courtesies provided to the patient.","StructureDefinition/mimic-encounter","THO (V3)"
http://hl7.org/fhir/ValueSet/encounter-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.246",EncounterStatus,EncounterStatus,"Current state of the encounter.","StructureDefinition/mimic-encounter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/mimic-procedure-icu,StructureDefinition/mimic-procedure,StructureDefinition/mimic-procedure-ed","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/event-timing,4.0.1,active,"2.16.840.1.113883.4.642.3.75",EventTiming,EventTiming,"Real world event relating to the schedule.","StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense","THO (V3),hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/mimic-specimen,StructureDefinition/mimic-patient,StructureDefinition/mimic-organization,StructureDefinition/mimic-encounter,StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense,StructureDefinition/mimic-observation-micro-susc,StructureDefinition/mimic-observation-labevents","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/mimic-specimen,StructureDefinition/mimic-patient,StructureDefinition/mimic-organization,StructureDefinition/mimic-encounter,StructureDefinition/mimic-medication-request,StructureDefinition/mimic-medication-dispense,StructureDefinition/mimic-observation-micro-susc,StructureDefinition/mimic-observation-labevents","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/mimic-observation-vital-signs,StructureDefinition/mimic-patient,StructureDefinition/mimic-encounter,StructureDefinition/mimic-procedure,StructureDefinition/mimic-observation-micro-test,StructureDefinition/mimic-medication-administration-icu,StructureDefinition/mimic-specimen,StructureDefinition/mimic-medication-dispense-ed,StructureDefinition/mimic-observation-labevents,StructureDefinition/mimic-organization,StructureDefinition/mimic-observation-micro-org,StructureDefinition/mimic-procedure-icu,StructureDefinition/mimic-medication-request,StructureDefinition/mimic-observation-micro-susc,StructureDefinition/mimic-medication-administration,StructureDefinition/mimic-observation-ed,StructureDefinition/mimic-condition,StructureDefinition/mimic-location,StructureDefinition/mimic-medication-statement-ed,StructureDefinition/mimic-medication-dispense,StructureDefinition/mimic-medication,StructureDefinition/mimic-observation-chartevents,StructureDefinition/mimic-observation-outputevents,StructureDefinition/mimic-procedure-ed,StructureDefinition/mimic-observation-datetimeevents","hl7.terminology.r4"
